entry,video,user_name,age,gender_id,country,movementyears,numvideos,whichvideos,overall,reason,ave_valence,stdev_valence,valence,ave_arousal,stdev_arousal,arousal,segment_id,start_time,end_time,laban_effort,emotion,body,cluster
71,5,12,29,M,USA,10,,, and anger,"the crossing of the arms implies the character in the video is frustrated and possibly uncomfortable in whatever situation is currently happening. the growing accents in motion imply a rising in aggression toward the situation, as well as a directed toward where the character appears to be looking, shown in the directional aggressive motions performed toward the end of the video.",-3.214285714,1.810753877,-4,6.761904762,1.402399386,7,139,2.1,2.33,Flick, ,fingers,1
71,5,57,60,M,Germany,0,,,"anger, disagreement","exaggerated hand and arm motions, folded arms",-3.214285714,1.810753877,-4,6.761904762,1.402399386,9,167,0,12,Press,disagreement,arms hands head,4
71,5,57,60,M,Germany,0,,,"anger, disagreement","exaggerated hand and arm motions, folded arms",-3.214285714,1.810753877,-4,6.761904762,1.402399386,9,168,13,23,Press,disagreement,arms hands head,2
72,5,57,60,M,Germany,0,,,"anger, disagreement","exaggerated hand and arm motions, folded arms",-3.214285714,1.810753877,-4,6.761904762,1.402399386,9,169,23,31,Punch,anger,arms head legs,3
72,5,42,31,F,Canada,10,,,angry,"big movements with chest, arms, head",-3.214285714,1.810753877,-3,6.761904762,1.402399386,7,191,0,15,Slash,getting angry,arms hand hips,4
72,5,42,31,F,Canada,10,,,angry,"big movements with chest, arms, head",-3.214285714,1.810753877,-3,6.761904762,1.402399386,7,192,15,30,Slash,angry,arms head torso,3
72,5,27,58,F,USA,23,,,"shame, rage, outrage, anger","experience, intuition, closed crossed arm posture, then outburst, then closed again.",-3.214285714,1.810753877,-5,6.761904762,1.402399386,8,218,0,2,Glide,interested,torso,1
82,5,27,58,F,USA,23,,,"shame, rage, outrage, anger","experience, intuition, closed crossed arm posture, then outburst, then closed again.",-3.214285714,1.810753877,-5,6.761904762,1.402399386,8,219,2,23,Press,defensive,arms torso,4
82,5,27,58,F,USA,23,,,"shame, rage, outrage, anger","experience, intuition, closed crossed arm posture, then outburst, then closed again.",-3.214285714,1.810753877,-5,6.761904762,1.402399386,8,220,24,27,Slash,rage,arms head,3
95,5,27,58,F,USA,23,,,"shame, rage, outrage, anger","experience, intuition, closed crossed arm posture, then outburst, then closed again.",-3.214285714,1.810753877,-5,6.761904762,1.402399386,8,221,27,31.2,Press,shame,arms torso,3
95,5,27,58,F,USA,23,,,"shame, rage, outrage, anger","experience, intuition, closed crossed arm posture, then outburst, then closed again.",-3.214285714,1.810753877,-5,6.761904762,1.402399386,8,222,0,2,Glide,interested,torso,1
95,5,27,58,F,USA,23,,,"shame, rage, outrage, anger","experience, intuition, closed crossed arm posture, then outburst, then closed again.",-3.214285714,1.810753877,-5,6.761904762,1.402399386,8,223,2,23,Press,defensive,arms torso,4
107,5,27,58,F,USA,23,,,"shame, rage, outrage, anger","experience, intuition, closed crossed arm posture, then outburst, then closed again.",-3.214285714,1.810753877,-5,6.761904762,1.402399386,8,224,24,27,Slash,rage,arms head,3
107,5,27,58,F,USA,23,,,"shame, rage, outrage, anger","experience, intuition, closed crossed arm posture, then outburst, then closed again.",-3.214285714,1.810753877,-5,6.761904762,1.402399386,8,225,27,31,Press,shame,arms torso,3
107,5,14,29,M,USA,0,,,the silver man seems to be listening thoughtfully but then he gets angry,he swings his arms wildly and intensely ,-3.214285714,1.810753877,-4,6.761904762,1.402399386,7,285,15,15.66,Dab,thoughtful,head,2
107,5,14,29,M,USA,0,,,the silver man seems to be listening thoughtfully but then he gets angry,he swings his arms wildly and intensely ,-3.214285714,1.810753877,-4,6.761904762,1.402399386,7,286,25.4,27.87,Slash,anger,armshead,3
107,5,29,64,M,USA,0,,,"surprise, anger, disgust",ferocity of movement,-3.214285714,1.810753877,3,6.761904762,1.402399386,7,325,0,25,Slash,surprise,arms,4
107,5,29,64,M,USA,0,,,"surprise, anger, disgust",ferocity of movement,-3.214285714,1.810753877,3,6.761904762,1.402399386,7,326,25,26,Slash,anger,arms torso,3
120,5,29,64,M,USA,0,,,"surprise, anger, disgust",ferocity of movement,-3.214285714,1.810753877,3,6.761904762,1.402399386,7,327,26,29,Wring,disgust,arms,3
120,5,30,27,F ,USA,25,,,annoying conversation that escalates to anger ,wild gestures at the end of video,-3.214285714,1.810753877,-5,6.761904762,1.402399386,7,365,1.28,1.45,Flick,annoyed,head,1
120,5,30,27,F ,USA,25,,,annoying conversation that escalates to anger ,wild gestures at the end of video,-3.214285714,1.810753877,-5,6.761904762,1.402399386,7,366,5.42,5.58,Flick,annoyed,head,1
120,5,30,27,F ,USA,25,,,annoying conversation that escalates to anger ,wild gestures at the end of video,-3.214285714,1.810753877,-5,6.761904762,1.402399386,7,367,16.3,16.3,Flick,annoyed,head,2
120,5,30,27,F ,USA,25,,,annoying conversation that escalates to anger ,wild gestures at the end of video,-3.214285714,1.810753877,-5,6.761904762,1.402399386,7,368,25.03,26.27,Slash,angry,arms,3
120,5,30,27,F ,USA,25,,,annoying conversation that escalates to anger ,wild gestures at the end of video,-3.214285714,1.810753877,-5,6.761904762,1.402399386,7,369,26.42,28.24,Slash,angry,arms,3
120,5,30,27,F ,USA,25,,,annoying conversation that escalates to anger ,wild gestures at the end of video,-3.214285714,1.810753877,-5,6.761904762,1.402399386,7,370,28.43,30.79,Wring,angry,arms,3
120,5,47,23,F,USA,1,,,"anger, aggression, and ",it seems like most of the movements leading up to the lashing out that happens at the end is a build towards them. seems like the figure is listening to something and getting progressively more frustrated about it.,-3.214285714,1.810753877,-4,6.761904762,1.402399386,8,430,0,1.56,Float,aimlessness,all,1
120,5,47,23,F,USA,1,,,"anger, aggression, and ",it seems like most of the movements leading up to the lashing out that happens at the end is a build towards them. seems like the figure is listening to something and getting progressively more frustrated about it.,-3.214285714,1.810753877,-4,6.761904762,1.402399386,8,431,1.61,2.98,Flick,aggression,hand,1
120,5,47,23,F,USA,1,,,"anger, aggression, and ",it seems like most of the movements leading up to the lashing out that happens at the end is a build towards them. seems like the figure is listening to something and getting progressively more frustrated about it.,-3.214285714,1.810753877,-4,6.761904762,1.402399386,8,432,3.09,4.58,Dab,sass,head,1
120,5,47,23,F,USA,1,,,"anger, aggression, and ",it seems like most of the movements leading up to the lashing out that happens at the end is a build towards them. seems like the figure is listening to something and getting progressively more frustrated about it.,-3.214285714,1.810753877,-4,6.761904762,1.402399386,8,433,4.57,6.87,Dab,sass,head,1
17,5,47,23,F,USA,1,,,"anger, aggression, and ",it seems like most of the movements leading up to the lashing out that happens at the end is a build towards them. seems like the figure is listening to something and getting progressively more frustrated about it.,-3.214285714,1.810753877,-4,6.761904762,1.402399386,8,434,11.17,12.42,Dab,sass,head,2
17,5,47,23,F,USA,1,,,"anger, aggression, and ",it seems like most of the movements leading up to the lashing out that happens at the end is a build towards them. seems like the figure is listening to something and getting progressively more frustrated about it.,-3.214285714,1.810753877,-4,6.761904762,1.402399386,8,435,13.21,14.21,Flick,satisfaction,head,2
17,5,47,23,F,USA,1,,,"anger, aggression, and ",it seems like most of the movements leading up to the lashing out that happens at the end is a build towards them. seems like the figure is listening to something and getting progressively more frustrated about it.,-3.214285714,1.810753877,-4,6.761904762,1.402399386,8,436,14.7,15.74,Flick,anger,hand,2
17,5,47,23,F,USA,1,,,"anger, aggression, and ",it seems like most of the movements leading up to the lashing out that happens at the end is a build towards them. seems like the figure is listening to something and getting progressively more frustrated about it.,-3.214285714,1.810753877,-4,6.761904762,1.402399386,8,437,16.2,16.93,Dab,resentful,head,2
17,5,47,23,F,USA,1,,,"anger, aggression, and ",it seems like most of the movements leading up to the lashing out that happens at the end is a build towards them. seems like the figure is listening to something and getting progressively more frustrated about it.,-3.214285714,1.810753877,-4,6.761904762,1.402399386,8,438,23.39,24.91,Press,aggression,all,3
17,5,47,23,F,USA,1,,,"anger, aggression, and ",it seems like most of the movements leading up to the lashing out that happens at the end is a build towards them. seems like the figure is listening to something and getting progressively more frustrated about it.,-3.214285714,1.810753877,-4,6.761904762,1.402399386,8,439,25.46,27.68,Punch,anger,arms hands head torso,3
17,5,47,23,F,USA,1,,,"anger, aggression, and ",it seems like most of the movements leading up to the lashing out that happens at the end is a build towards them. seems like the figure is listening to something and getting progressively more frustrated about it.,-3.214285714,1.810753877,-4,6.761904762,1.402399386,8,440,27.53,31.3,Press, ,arms,3
11,5,48,31,F,USA,0,,,frustration/anger,closed body posture before wringing arms,-3.214285714,1.810753877,2,6.761904762,1.402399386,4,,24.4,25.4,Wring,frustration anger,arms,3
17,5,48,31,F,USA,0,,,frustration/anger,closed body posture before wringing arms,-3.214285714,1.810753877,2,6.761904762,1.402399386,4,,25.19,26.19,Wring,frustration anger,arms legs,3
17,5,58,31,F,USA,28,,,it seems as though this person is thoughtful and questioning what someone is telling them,"the tapping of the feet, crossing of arms and wringing of hands and tilting of head show me these elements",-3.214285714,1.810753877,-2,6.761904762,1.402399386,4,,15.65,15.8,Wring,thoughtful,arms hands,2
23,5,58,31,F,USA,28,,,uncomfortable and then frustarion,"the crossed arms, flickering of fingers, shaking of the head and flinging the arms out as if in frustration",-3.214285714,1.810753877,-2,6.761904762,1.402399386,4,,0.86,1.05,Flick,uncomfortable,arms shoulders,1
23,5,58,31,F,USA,28,,,uncomfortable and then frustarion,"the crossed arms, flickering of fingers, shaking of the head and flinging the arms out as if in frustration",-3.214285714,1.810753877,-2,6.761904762,1.402399386,4,,2.89,3.08,Flick,thoughtful,fingers,1
29,5,58,31,F,USA,28,,,uncomfortable and then frustarion,"the crossed arms, flickering of fingers, shaking of the head and flinging the arms out as if in frustration",-3.214285714,1.810753877,-2,6.761904762,1.402399386,4,,8.16,9.4,Dab,saying no,head head,1
29,5,58,31,F,USA,28,,,uncomfortable and then frustarion,"the crossed arms, flickering of fingers, shaking of the head and flinging the arms out as if in frustration",-3.214285714,1.810753877,-2,6.761904762,1.402399386,4,,1.33,2.62,Flick,thoughtful,fingers,1
38,5,58,31,F,USA,28,,,uncomfortable and then frustarion,"the crossed arms, flickering of fingers, shaking of the head and flinging the arms out as if in frustration",-3.214285714,1.810753877,-2,6.761904762,1.402399386,4,,23.53,24.68,Flick,frustration,arms hands,3
38,5,58,31,F,USA,28,,,uncomfortable and then frustarion,"the crossed arms, flickering of fingers, shaking of the head and flinging the arms out as if in frustration",-3.214285714,1.810753877,-2,6.761904762,1.402399386,4,,25.22,26.35,Flick,frustration,arms hands,3
46,5,58,31,F,USA,28,,,uncomfortable and then frustarion,"the crossed arms, flickering of fingers, shaking of the head and flinging the arms out as if in frustration",-3.214285714,1.810753877,-2,6.761904762,1.402399386,4,,26.57,29.03,Flick,uncomfortable,arms shoulders,3
46,5,59,29,F,USA,0,,,"Patience, Anger",Amplitude of movements,-3.214285714,1.810753877,0,6.761904762,1.402399386,8,121,3.55,3.62,Flick,patience,arms hands legs,1
46,5,59,29,F,USA,0,,,"Patience, Anger",Amplitude of movements,-3.214285714,1.810753877,0,6.761904762,1.402399386,8,121,29.86,29.93,Slash,anger,arms hands hips,3
61,5,60,28,F,USA,25,,,"The person seems impatiently waiting for something, and frustrated. Holding back anger because they are waiting on someone else's action.","Because of the speed from which the person goes from a still pose to a quick, jerky motion. No transition. ",-3.214285714,1.810753877,-2,6.761904762,1.402399386,7,124,0,1,Press,frustrated,feet,1
61,5,60,28,F,USA,25,,,"The person seems impatiently waiting for something, and frustrated. Holding back anger because they are waiting on someone else's action.","Because of the speed from which the person goes from a still pose to a quick, jerky motion. No transition. ",-3.214285714,1.810753877,-2,6.761904762,1.402399386,7,124,24,28,Slash,impatient,arms,3
101,5,3,29,M,USA,10,6,1 10 12 11 9 ,"righteousaness, defensiveness",sudden burst of angry espression after listening with arms crossed,-3.214285714,1.810753877,-3,6.761904762,1.402399386,5,125,25,30,Slash,defense,arms,3
89,5,2,26,M,USA,0,5,1 9 10 2 ,", some anger, confusion","mostly by the way that he is. but again, the frantic and violent nature of the movement. ",-3.214285714,1.810753877,-4,6.761904762,1.402399386,8,90,25.19,28.81,Slash,aggressive questioning,arms torso,3
89,5,2,26,M,USA,0,5,1 9 10 2 ,", some anger, confusion","mostly by the way that he is. but again, the frantic and violent nature of the movement. ",-3.214285714,1.810753877,-4,6.761904762,1.402399386,8,91,5.5,6.39,Glide,thinking but cant tell emotion,head,1
89,5,49,58,F,Taiwan,0,6,4 9 11 10 12 ,"anger, ",tenseness of body stance,-3.214285714,1.810753877,-4,6.761904762,1.402399386,5,111,0.73,4.78,Flick,anger,hand,1
101,5,49,58,F,Taiwan,0,6,4 9 11 10 12 ,"anger, ",tenseness of body stance,-3.214285714,1.810753877,-4,6.761904762,1.402399386,5,112,15.04,16.75,Flick,anger,hand,2
101,5,49,58,F,Taiwan,0,6,4 9 11 10 12 ,"anger, ",tenseness of body stance,-3.214285714,1.810753877,-4,6.761904762,1.402399386,5,113,25.27,30.01,Slash,anger,arms,3
73,5,7,29,M,USA,1,4,1 9 10 ,"computer's don't feel emotions. but if this is a mo-cap or something, he seems to be listening until he gets angry with pressure boiling.",the arm waving bit is interesting. seems annoyed because he puts his arms crossed afterward. until he waved his arms i was getting absolutely nothing. but it really could be anything i guess.,-3.214285714,1.810753877,-4,6.761904762,1.402399386,7,362,5.24,8.88,Float,impatient perhaps?,hips,1
73,5,7,29,M,USA,1,4,1 9 10 ,"computer's don't feel emotions. but if this is a mo-cap or something, he seems to be listening until he gets angry with pressure boiling.",the arm waving bit is interesting. seems annoyed because he puts his arms crossed afterward. until he waved his arms i was getting absolutely nothing. but it really could be anything i guess.,-3.214285714,1.810753877,-4,6.761904762,1.402399386,7,363,24.34,27.89,Slash, ,arms head torso,3
73,5,37,25,F,USA,21,5,3 12 9 4 ,discontent,movements starts out pretty subtle but the large arm movements later on express the anger this person is feeling,-3.214285714,1.810753877,-4,6.761904762,1.402399386,6,378,0,6,Press, ,hands hips,1
73,5,37,25,F,USA,21,5,3 12 9 4 ,discontent,movements starts out pretty subtle but the large arm movements later on express the anger this person is feeling,-3.214285714,1.810753877,-4,6.761904762,1.402399386,6,379,14,20,Press,impatience,hands arms,2
73,5,37,25,F,USA,21,5,3 12 9 4 ,discontent,movements starts out pretty subtle but the large arm movements later on express the anger this person is feeling,-3.214285714,1.810753877,-4,6.761904762,1.402399386,6,380,23,29,Flick,anger confusion,head hips torso,3
53,6,1,27,M,USA,5,5,4 1 5 6 ,confidence in talking or teaching,lots of open hands and arms and head up reacting to listening and talking,0.964285714,1.616529293,4,3.654761905,1.653721962,6,36,1,2.39,Dab,concerned listening,arms hands,2
53,6,1,27,M,USA,5,5,4 1 5 6 ,confidence in talking or teaching,lots of open hands and arms and head up reacting to listening and talking,0.964285714,1.616529293,4,3.654761905,1.653721962,6,37,3.39,5.78,Dab,confidence,hands head hips,2
53,6,1,27,M,USA,5,5,4 1 5 6 ,confidence in talking or teaching,lots of open hands and arms and head up reacting to listening and talking,0.964285714,1.616529293,4,3.654761905,1.653721962,6,38,7.84,10.76,Wring,interested listening,arms hips,2
53,6,1,27,M,USA,5,5,4 1 5 6 ,confidence in talking or teaching,lots of open hands and arms and head up reacting to listening and talking,0.964285714,1.616529293,4,3.654761905,1.653721962,6,39,11.56,15.81,Dab,confidence,arms hands head,4
53,6,1,27,M,USA,5,5,4 1 5 6 ,confidence in talking or teaching,lots of open hands and arms and head up reacting to listening and talking,0.964285714,1.616529293,4,3.654761905,1.653721962,6,40,19.13,19.79,Float,relaxed ,hips,1
53,6,1,27,M,USA,5,5,4 1 5 6 ,confidence in talking or teaching,lots of open hands and arms and head up reacting to listening and talking,0.964285714,1.616529293,4,3.654761905,1.653721962,6,41,16.21,17.2,Glide,engaged (talking),hands hips,4
53,6,1,27,M,USA,5,5,4 1 5 6 ,confidence in talking or teaching,lots of open hands and arms and head up reacting to listening and talking,0.964285714,1.616529293,4,3.654761905,1.653721962,6,42,17.6,18.73,Wring,happy,arms,1
53,6,61,30,F,USA,0,,,"someone who wants to be understood, and explain something",the open hands seem like they are explaining something but they aren't moving much so they don't seem that excited,0.964285714,1.616529293,0,3.654761905,1.653721962,2,19,0,29,Flick,explanation,arms hands head,4
53,6,39,28,F,USA,0,,,"confidence, contentedness","movements less jerky, more fluid, & slower. confident stance",0.964285714,1.616529293,0,3.654761905,1.653721962,3,28,3.65,10.83,Float,confidence being at ease,arms head legs torso,2
53,6,39,28,F,USA,0,,,"confidence, contentedness","movements less jerky, more fluid, & slower. confident stance",0.964285714,1.616529293,0,3.654761905,1.653721962,3,29,22.54,22.54,Float,confidence being at ease,arms legs torso,1
53,6,17,21,M,USA,0,,,"confidence, carelessness",their is not a lot of body movement,0.964285714,1.616529293,2,3.654761905,1.653721962,3,42,2,6,Float,confidence,arms hands,2
59,6,17,21,M,USA,0,,,"confidence, carelessness",their is not a lot of body movement,0.964285714,1.616529293,2,3.654761905,1.653721962,3,43,7,11,Glide,carelessness,arms,2
59,6,40,27,M,USA,0,,,casual,nothing was jittery about the movements,0.964285714,1.616529293,0,3.654761905,1.653721962,4,57,2.65,7.7,Float,w ering casual contemplative,arms hands lower,2
59,6,40,27,M,USA,0,,,casual,nothing was jittery about the movements,0.964285714,1.616529293,0,3.654761905,1.653721962,4,58,12.19,13.08,Float,relax letting go,all arm hands,4
59,6,10,24,M,USA,0,,,mild confusion ,"very little extension, slow speed",0.964285714,1.616529293,0,3.654761905,1.653721962,2,81,15.99,16.08,Flick,dismissive,arms hands,4
65,6,10,24,M,USA,0,,,mild confusion ,"very little extension, slow speed",0.964285714,1.616529293,0,3.654761905,1.653721962,2,82,22.89,23.04,Flick,dismissive,arms hands,1
65,6,54,27,M,USA,0,,,"relaxed, comfortable, wamr","feels conversational, slowly shifting weight, low hand movements",0.964285714,1.616529293,3,3.654761905,1.653721962,4,110,0.53,5.71,Float,relaxed,hands hips,2
65,6,54,27,M,USA,0,,,"relaxed, comfortable, wamr","feels conversational, slowly shifting weight, low hand movements",0.964285714,1.616529293,3,3.654761905,1.653721962,4,111,12.55,13.55,Slash,relaxed,foreams hands,4
65,6,54,27,M,USA,0,,,"relaxed, comfortable, wamr","feels conversational, slowly shifting weight, low hand movements",0.964285714,1.616529293,3,3.654761905,1.653721962,4,112,22.32,28.63,Float,relaxed,hands hips,3
65,6,25,34,F,USA,30,,,"nonchalance, not caring",very little range of dynamics,0.964285714,1.616529293,0,3.654761905,1.653721962,1,148,0,3.32,Flick,casual,hands,2
65,6,25,34,F,USA,30,,,"nonchalance, not caring",very little range of dynamics,0.964285714,1.616529293,0,3.654761905,1.653721962,1,149,3.72,4.72,Flick,not invested,hands head,2
84,6,25,34,F,USA,30,,,"nonchalance, not caring",very little range of dynamics,0.964285714,1.616529293,0,3.654761905,1.653721962,1,150,5.11,7.84,Glide,involved,feet,2
84,6,25,34,F,USA,30,,,"nonchalance, not caring",very little range of dynamics,0.964285714,1.616529293,0,3.654761905,1.653721962,1,151,8.24,8.34,Flick,tired,hands torso,2
84,6,25,34,F,USA,30,,,"nonchalance, not caring",very little range of dynamics,0.964285714,1.616529293,0,3.654761905,1.653721962,1,152,8.35,9.43,Flick,careless,hands,2
96,6,25,34,F,USA,30,,,"nonchalance, not caring",very little range of dynamics,0.964285714,1.616529293,0,3.654761905,1.653721962,1,153,9.43,10.1,Glide,attentive,feet,4
96,6,25,34,F,USA,30,,,"nonchalance, not caring",very little range of dynamics,0.964285714,1.616529293,0,3.654761905,1.653721962,1,154,14.43,14.43,Flick,not impressed,hands head,4
96,6,25,34,F,USA,30,,,"nonchalance, not caring",very little range of dynamics,0.964285714,1.616529293,0,3.654761905,1.653721962,1,155,16.74,16.74,Flick,not impressed,torso,4
108,6,25,34,F,USA,30,,,"nonchalance, not caring",very little range of dynamics,0.964285714,1.616529293,0,3.654761905,1.653721962,1,156,22.32,22.32,Dab,involved,hands,1
108,6,25,34,F,USA,30,,,"nonchalance, not caring",very little range of dynamics,0.964285714,1.616529293,0,3.654761905,1.653721962,1,157,24.53,24.53,Glide,explaining,feet,3
108,6,25,34,F,USA,30,,,"nonchalance, not caring",very little range of dynamics,0.964285714,1.616529293,0,3.654761905,1.653721962,1,158,16.89,16.89,Float,over it,hands,4
108,6,11,56,F,USA,0,,,"the person is trying to make a point, and appears to be facing some pushback.",the slash downward of the arms.,0.964285714,1.616529293,-1,3.654761905,1.653721962,2,174,1,10,Float,calm,arms head legs,2
108,6,11,56,F,USA,0,,,"the person is trying to make a point, and appears to be facing some pushback.",the slash downward of the arms.,0.964285714,1.616529293,-1,3.654761905,1.653721962,2,175,11,16,Slash,frustration,arms,4
108,6,11,56,F,USA,0,,,"the person is trying to make a point, and appears to be facing some pushback.",the slash downward of the arms.,0.964285714,1.616529293,-1,3.654761905,1.653721962,2,176,17,26,Flick,agitation,arms legs,1
108,6,11,56,F,USA,0,,,"the person is trying to make a point, and appears to be facing some pushback.",the slash downward of the arms.,0.964285714,1.616529293,-1,3.654761905,1.653721962,2,177,27,29,Slash,resignation,arms,3
18,6,28,24,F,USA,15,,,the calmness and annoyance of explaining a situation,"the legs were far a part, looked like a student giving a speech in class.",0.964285714,1.616529293,2,3.654761905,1.653721962,4,292,1.06,3.26,Glide,calm,armstorso,2
18,6,28,24,F,USA,15,,,the calmness and annoyance of explaining a situation,"the legs were far a part, looked like a student giving a speech in class.",0.964285714,1.616529293,2,3.654761905,1.653721962,4,293,12.02,12.02,Slash,annoyed,arms legs,4
18,6,28,24,F,USA,15,,,the calmness and annoyance of explaining a situation,"the legs were far a part, looked like a student giving a speech in class.",0.964285714,1.616529293,2,3.654761905,1.653721962,4,294,17.27,17.27,Glide,calm,arms torso,1
13,6,30,27,F ,USA,25,,,casual/neutral coversation,body language,0.964285714,1.616529293,0,3.654761905,1.653721962,3,371,2.29,2.63,Flick,neutral,hands,2
13,6,30,27,F ,USA,25,,,casual/neutral coversation,body language,0.964285714,1.616529293,0,3.654761905,1.653721962,3,372,3.38,3.69,Flick,neutral,hands,2
19,6,30,27,F ,USA,25,,,casual/neutral coversation,body language,0.964285714,1.616529293,0,3.654761905,1.653721962,3,373,4.57,4.94,Flick,neutral,hands,2
19,6,30,27,F ,USA,25,,,casual/neutral coversation,body language,0.964285714,1.616529293,0,3.654761905,1.653721962,3,374,5.45,7.24,Glide,neutral,hips,2
19,6,30,27,F ,USA,25,,,casual/neutral coversation,body language,0.964285714,1.616529293,0,3.654761905,1.653721962,3,375,12.08,12.76,Slash,neutral,arms,4
25,6,30,27,F ,USA,25,,,casual/neutral coversation,body language,0.964285714,1.616529293,0,3.654761905,1.653721962,3,376,13.27,14.64,Flick,neutral,hands,4
25,6,30,27,F ,USA,25,,,casual/neutral coversation,body language,0.964285714,1.616529293,0,3.654761905,1.653721962,3,377,15.52,17.48,Flick,neutral,hands,4
25,6,30,27,F ,USA,25,,,casual/neutral coversation,body language,0.964285714,1.616529293,0,3.654761905,1.653721962,3,378,18.61,18.8,Flick,neutral,hands,1
25,6,30,27,F ,USA,25,,,casual/neutral coversation,body language,0.964285714,1.616529293,0,3.654761905,1.653721962,3,379,19.44,19.68,Flick,neutral,hands,1
32,6,30,27,F ,USA,25,,,casual/neutral coversation,body language,0.964285714,1.616529293,0,3.654761905,1.653721962,3,380,21.22,22.3,Flick,neutral,hands,1
32,6,30,27,F ,USA,25,,,casual/neutral coversation,body language,0.964285714,1.616529293,0,3.654761905,1.653721962,3,381,22.55,25.8,Glide,neutral,hips,3
32,6,30,27,F ,USA,25,,,casual/neutral coversation,body language,0.964285714,1.616529293,0,3.654761905,1.653721962,3,382,26.08,28.6,Flick,neutral,hands,3
32,6,30,27,F ,USA,25,,,casual/neutral coversation,body language,0.964285714,1.616529293,0,3.654761905,1.653721962,3,383,29.25,29.25,Slash,neutral,arms,3
32,6,48,31,F,USA,0,,,contented assertion?,subtle movements,0.964285714,1.616529293,0,3.654761905,1.653721962,5,,1.73,2.73,Float,contented assertion?,arms hands,2
41,6,48,31,F,USA,0,,,contented assertion?,subtle movements,0.964285714,1.616529293,0,3.654761905,1.653721962,5,,2.4,3.4,Float,contented assertion?,arms hands,2
47,6,48,31,F,USA,0,,,contented assertion?,subtle movements,0.964285714,1.616529293,0,3.654761905,1.653721962,5,,3.32,4.32,Float,contented assertion?,arms hands,2
47,6,48,31,F,USA,0,,,contented assertion?,subtle movements,0.964285714,1.616529293,0,3.654761905,1.653721962,5,,4,5,Float,contented assertion?,arms hands,2
47,6,48,31,F,USA,0,,,contented assertion?,subtle movements,0.964285714,1.616529293,0,3.654761905,1.653721962,5,,4.65,5.65,Float,contented assertion?,arms hands,2
47,6,48,31,F,USA,0,,,contented assertion?,subtle movements,0.964285714,1.616529293,0,3.654761905,1.653721962,5,,5.72,6.72,Float,contented assertion?,arms hands,2
47,6,48,31,F,USA,0,,,contented assertion?,subtle movements,0.964285714,1.616529293,0,3.654761905,1.653721962,5,,11.17,12.17,Float,contented assertion?,arms hands,4
55,6,48,31,F,USA,0,,,contented assertion?,subtle movements,0.964285714,1.616529293,0,3.654761905,1.653721962,5,,14.68,15.68,Float,contented assertion?,arms hands,4
55,6,48,31,F,USA,0,,,contented assertion?,subtle movements,0.964285714,1.616529293,0,3.654761905,1.653721962,5,,15.2,16.2,Float,contented assertion?,arms hands,4
55,6,48,31,F,USA,0,,,contented assertion?,subtle movements,0.964285714,1.616529293,0,3.654761905,1.653721962,5,,18.45,19.45,Float,contented assertion?,arms hands,1
55,6,48,31,F,USA,0,,,contented assertion?,subtle movements,0.964285714,1.616529293,0,3.654761905,1.653721962,5,,20.18,21.18,Float,contented assertion?,arms hands,1
61,6,48,31,F,USA,0,,,contented assertion?,subtle movements,0.964285714,1.616529293,0,3.654761905,1.653721962,5,,21.97,22.97,Float,contented assertion?,arms hands,1
61,6,48,31,F,USA,0,,,contented assertion?,subtle movements,0.964285714,1.616529293,0,3.654761905,1.653721962,5,,23.73,24.73,Float,contented assertion?,arms hands,3
61,6,48,31,F,USA,0,,,contented assertion?,subtle movements,0.964285714,1.616529293,0,3.654761905,1.653721962,5,,25.73,26.73,Float,contented assertion?,arms hands,3
61,6,59,29,F,USA,0,,,"Curiosity, Inquisition, Excitement",Hand motions,0.964285714,1.616529293,3,3.654761905,1.653721962,5,122,9.97,10.03,Glide,inquisition,arms hands,4
73,7,52,30,M,USA,0,,,contentment/relaxation,slow/flowing movement appears to be playing along with music,0.261904762,1.863531093,2,4.726190476,2.480532349,2,9,9.71,11.62,Flick,contentment relaxation,hands,4
73,7,22,23,F,China,0,,,relax,his movement express a self entertainment (play instrument) and maybe a little bit boring (moving around his head),0.261904762,1.863531093,4,4.726190476,2.480532349,5,21,1,2,Flick,relaxing,arm hand,7
86,7,22,23,F,China,0,,,relax,his movement express a self entertainment (play instrument) and maybe a little bit boring (moving around his head),0.261904762,1.863531093,4,4.726190476,2.480532349,5,22,7,9,Dab,relaxing,arm hand head,4
86,7,22,23,F,China,0,,,relax,his movement express a self entertainment (play instrument) and maybe a little bit boring (moving around his head),0.261904762,1.863531093,4,4.726190476,2.480532349,5,23,12,17,Glide,boring,head,6
98,7,53,25,M,India,0,,,"contemplative, possibly contemplating over some manner of music that's being played",i can relate to the kinds of movement the way i use them ,0.261904762,1.863531093,3,4.726190476,2.480532349,3,34,8.64,10.04,Flick,contemplative,hands,4
98,7,53,25,M,India,0,,,"contemplative, possibly contemplating over some manner of music that's being played",i can relate to the kinds of movement the way i use them ,0.261904762,1.863531093,3,4.726190476,2.480532349,3,35,26.39,32.55,Flick,contemplative,hands,3
98,7,53,25,M,India,0,,,"contemplative, possibly contemplating over some manner of music that's being played",i can relate to the kinds of movement the way i use them ,0.261904762,1.863531093,3,4.726190476,2.480532349,3,36,32.94,35,Glide,contemplative,,1
